country,city,new_latitude,new_longitude
United States,Elizabethtown Fort Knox Ky,NA,NA
United States,Elkhart Goshen In,NA,NA
United States,Elko Nv,NA,NA
United States,Erie Pa,NA,NA
United States,Eugene Or,NA,NA
United States,Eureka Arcata Fortuna Ca,NA,NA
United States,Eureka-Arcata-Fortuna,NA,NA
United States,Evanston Wy,NA,NA
United States,Fairbanks Ak,NA,NA
United States,Fairmont Wv,NA,NA
United States,Fargo Nd Mn,NA,NA
United States,Farmington Nm,NA,NA
United States,Fayetteville Nc,NA,NA
United States,Fayetteville Springdale Rogers Ar Mo,NA,NA
United States,Fayetteville-Springdale-Rogers,NA,NA
United States,"Flagstaff, Az",NA,NA
United States,Flint Mi,NA,NA
United States,Florence Sc,NA,NA
United States,Fort Collins Co,NA,NA
United States,Fort Collins-Loveland,NA,NA
United States,"Fort Lauderdale-Pompano Beach-Deerfield Beach, Fl",NA,NA
United States,Fort Madison Keokuk Ia Il Mo,NA,NA
United States,Fort Madison-Keokuk,NA,NA
United States,Fort Payne Al,NA,NA
United States,Fort Smith Ar Ok,NA,NA
United States,"Fort Worth-Arlington, Tx",NA,NA
United States,"Frankfort, Ky",NA,NA
United States,Fresno Ca,NA,NA
United States,Gadsden Al,NA,NA
United States,Gainesville Ga,NA,NA
United States,"Gary, In",NA,NA
United States,Georgetown Sc,NA,NA
United States,Gettysburg Pa,NA,NA
United States,Gillette Wy,NA,NA
United States,Glenwood Springs Co,NA,NA
United States,"Goldsboro, Nc",NA,NA
United States,Grand Island Ne,NA,NA
United States,Grand Junction Co,NA,NA
United States,Grand Rapids Wyoming Mi,NA,NA
United States,Grand Rapids-Wyoming,NA,NA
United States,Grants Pass Or,NA,NA
United States,"Great Falls, Mt",NA,NA
United States,Greeley Co,NA,NA
United States,Green Bay Wi,NA,NA
United States,Greensboro High Point Nc,NA,NA
United States,Greenville Anderson Mauldin Sc,NA,NA
United States,"Grenada, Ms",NA,NA
United States,Gulfport Biloxi Pascagoula Ms,NA,NA
United States,Gulfport-Biloxi,NA,NA
United States,Hagerstown Martinsburg Md Wv,NA,NA
United States,"Hagerstown-Martinsburg, Md-Wv",NA,NA
United States,Hammond La,NA,NA
United States,Hanford Corcoran Ca,NA,NA
United States,"Harriman, Tn",NA,NA
United States,Harrisburg Carlisle Pa,NA,NA
United States,Harrisburg-Carlisle,NA,NA
United States,Hartford West Hartford East Hartford Ct,NA,NA
United States,"Hattiesburg, Ms",NA,NA
United States,Helena Mt,NA,NA
United States,Hickory Lenoir Morganton Nc,NA,NA
United States,Hilo Hi,NA,NA
United States,Hobbs Nm,NA,NA
United States,Holland Mi,NA,NA
United States,"Holland-Grand Haven, Mi",NA,NA
United States,"Homosassa Springs, Fl",NA,NA
United States,Hot Springs Ar,NA,NA
United States,Houma Thibodaux La,NA,NA
United States,"Houma-Bayou Cane-Thibodaux, La",NA,NA
United States,Houston The Woodlands Sugar Land Tx,NA,NA
United States,"Houston-Sugar Land-Baytown, Tx",NA,NA
United States,Huntington Ashland Wv Ky Oh,NA,NA
United States,Huntington-Ashland,NA,NA
United States,Huntsville Al,NA,NA
United States,Indianapolis Carmel Anderson In,NA,NA
United States,Iowa City Ia,NA,NA
United States,Jackson Wy Id,NA,NA
United States,"Jackson, Ms",NA,NA
United States,"Jackson, Tn",NA,NA
United States,Jacksonville Fl,NA,NA
United States,"Jamestown-Dunkirk-Fredonia, Ny",NA,NA
United States,Johnstown Pa,NA,NA
United States,Joplin Mo,NA,NA
United States,Juneau Ak,NA,NA
United States,Kahului Wailuku Lahaina Hi,NA,NA
United States,Kalamazoo Portage Mi,NA,NA
United States,"Kalamazoo-Portage, Mi",NA,NA
United States,Kalispell Mt,NA,NA
United States,Kansas City Mo Ks,NA,NA
United States,Kapaa Hi,NA,NA
United States,Keene Nh,NA,NA
United States,Kingsport Bristol Bristol Tn Va,NA,NA
United States,Kingsport-Bristol-Bristol,NA,NA
United States,"Kinston, Nc",NA,NA
United States,Klamath Falls Or,NA,NA
United States,"Kokomo, In",NA,NA
United States,La Crosse Onalaska Wi Mn,NA,NA
United States,"La Grande, Or",NA,NA
United States,Laconia Nh,NA,NA
United States,"Lafayette, In",NA,NA
United States,Lake Charles La,NA,NA
United States,"Lake County-Kenosha County, Il-Wi",NA,NA
United States,Lake Havasu City Kingman Az,NA,NA
United States,Lake Havasu City-Kingman,NA,NA
United States,Lakeland Winter Haven Fl,NA,NA
United States,Lancaster Pa,NA,NA
United States,"Lansing-East Lansing, Mi",NA,NA
United States,Laramie Wy,NA,NA
United States,Laredo Tx,NA,NA
United States,Las Cruces Nm,NA,NA
United States,Las Vegas Henderson Paradise Nv,NA,NA
United States,"Laurel, Ms",NA,NA
United States,"Lawrenceburg, Tn",NA,NA
United States,Lebanon Pa,NA,NA
United States,"Lebanon, Nh-Vt",NA,NA
United States,Lewiston Auburn Me,NA,NA
United States,Lexington Fayette Ky,NA,NA
United States,Lima Oh,NA,NA
United States,Little Rock North Little Rock Conway Ar,NA,NA
United States,Little Rock-North Little Rock-Conway,NA,NA
United States,"Logan, Ut-Id",NA,NA
United States,Longview Tx,NA,NA
United States,Los Angeles Long Beach Anaheim Ca,NA,NA
United States,Louisville Jefferson County Ky In,NA,NA
United States,"Lubbock, Tx",NA,NA
United States,"Lumberton, Nc",NA,NA
United States,Lynchburg Va,NA,NA
United States,Macon Ga,NA,NA
United States,Madawaska (Na),NA,NA
United States,Madera Ca,NA,NA
United States,Madison Wi,NA,NA
United States,Manchester Nashua Nh,NA,NA
United States,Manchester-Nashua,NA,NA
United States,"Manitowoc, Wi",NA,NA
United States,"Marshall, Tx",NA,NA
United States,Mcalester Ok,NA,NA
United States,Mcallen Edinburg Mission Tx,NA,NA
United States,Mcallen-Edinburg-Mission,NA,NA
United States,"Medford, Or",NA,NA
United States,Memphis Tn Ms Ar,NA,NA
United States,"Meridian, Ms",NA,NA
United States,Miami Fort Lauderdale West Palm Beach Fl,NA,NA
United States,Miami Ok,NA,NA
United States,"Miami-Miami Beach-Kendall, Fl",NA,NA
United States,Michigan City La Porte In,NA,NA
United States,"Michigan City-La Porte, In",NA,NA
United States,Middlesborough Ky,NA,NA
United States,Milwaukee Waukesha West Allis Wi,NA,NA
United States,Milwaukee-Waukesha-West Allis,NA,NA
United States,Minneapolis St Paul Bloomington Mn Wi,NA,NA
United States,Missoula Mt,NA,NA
United States,Modesto Ca,NA,NA
United States,Monroe La,NA,NA
United States,"Monroe, Mi",NA,NA
United States,Montgomery Al,NA,NA
United States,Morgantown Wv,NA,NA
United States,"Mount Vernon, Il",NA,NA
United States,Mount Vernon-Anacortes,NA,NA
United States,Muncie In,NA,NA
United States,"Muscatine, Ia",NA,NA
United States,"Muskegon-Norton Shores, Mi",NA,NA
United States,Muskogee Ok,NA,NA
United States,"Napa, Ca",NA,NA
United States,Nashville Davidson Murfreesboro Franklin Tn,NA,NA
United States,Nashville-Davidson--Murfreesboro--Franklin,NA,NA
United States,"Nassau-Suffolk, Ny",NA,NA
United States,"Natchez, Ms-La",NA,NA
United States,New Castle In,NA,NA
United States,New Haven Milford Ct,NA,NA
United States,New Haven-Milford,NA,NA
United States,New Orleans Metairie La,NA,NA
United States,New Orleans-Metairie-Kenner,NA,NA
United States,New York Newark Jersey City Ny Nj Pa,NA,NA
United States,"New York-Northern New Jersey-Long Island, Ny-Nj-Pa",NA,NA
United States,"New York-White Plains-Wayne, Ny-Nj",NA,NA
United States,"Niles-Benton Harbor, Mi",NA,NA
United States,Nogales Az,NA,NA
United States,North Port Sarasota Bradenton Fl,NA,NA
United States,"Norwich-New London, Ct",NA,NA
United States,"Oakland-Fremont-Hayward, Ca",NA,NA
United States,"Odessa, Tx",NA,NA
United States,Ogden Clearfield Ut,NA,NA
United States,Oklahoma Ok,NA,NA
United States,Omaha Council Bluffs Ne Ia,NA,NA
United States,Omaha-Council Bluffs,NA,NA
United States,Orlando Kissimmee Sanford Fl,NA,NA
United States,Orlando-Kissimmee,NA,NA
United States,Owensboro Ky,NA,NA
United States,Oxnard Thousand Oaks Ventura Ca,NA,NA
United States,Oxnard-Thousand Oaks-Ventura,NA,NA
United States,Paducah Ky Il,NA,NA
United States,Pahrump Nv,NA,NA
United States,Palatka Fl,NA,NA
United States,Palm Bay Melbourne Titusville Fl,NA,NA
United States,Palm Bay-Melbourne-Titusville,NA,NA
United States,Parkersburg Vienna Wv,NA,NA
United States,Parkersburg-Marietta-Vienna,NA,NA
United States,"Pascagoula, Ms",NA,NA
United States,Payson Az,NA,NA
United States,"Peabody, Ma",NA,NA
United States,"Pendleton-Hermiston, Or",NA,NA
United States,Pensacola Ferry Pass Brent Fl,NA,NA
United States,Pensacola-Ferry Pass-Brent,NA,NA
United States,"Peoria, Il",NA,NA
United States,Philadelphia Camden Wilmington Pa Nj De Md,NA,NA
United States,Phoenix Mesa Scottsdale Az,NA,NA
United States,Phoenix-Mesa-Scottsdale,NA,NA
United States,Pinehurst (Na),NA,NA
United States,"Pittsburgh, Pa",NA,NA
United States,"Pittsfield, Ma",NA,NA
United States,"Platteville, Wi",NA,NA
United States,Pocatello Id,NA,NA
United States,"Pop-Weighted Mean Cities >100,000",NA,NA
United States,"Port St. Lucie, Fl",NA,NA
United States,Portland South Portland Me,NA,NA
United States,Portland Vancouver Hillsboro Or Wa,NA,NA
United States,Portland-Vancouver-Beaverton,NA,NA
United States,Portland-Vancouver-Hillsboro,NA,NA
United States,Portsmouth Oh,NA,NA
United States,"Poughkeepsie-Newburgh-Middletown, Ny",NA,NA
United States,"Prescott, Az",NA,NA
United States,Price Ut,NA,NA
United States,Providence Warwick Ri Ma,NA,NA
United States,"Providence-New Bedford-Fall River, Ri-Ma",NA,NA
United States,Provo Orem Ut,NA,NA
United States,"Quincy, Il-Mo",NA,NA
United States,Raleigh Nc,NA,NA
United States,Raleigh-Cary,NA,NA
United States,Rapid City Sd,NA,NA
United States,Reading Pa,NA,NA
United States,"Red Bluff, Ca",NA,NA
United States,Redding Ca,NA,NA
United States,Reno Nv,NA,NA
United States,Reno-Sparks,NA,NA
United States,Richmond Va,NA,NA
United States,Richmond-Berea,NA,NA
United States,Riverside San Bernardino Ontario Ca,NA,NA
United States,Riverside-San Bernardino-Ontario,NA,NA
United States,Riverton Wy,NA,NA
United States,"Roanoke, Va",NA,NA
United States,Rochester Mn,NA,NA
United States,"Rochester, Ny",NA,NA
United States,"Rockford, Il",NA,NA
United States,"Rockingham County-Strafford County, Nh",NA,NA
United States,"Rocky Mount, Nc",NA,NA
United States,"Rome, Ga",NA,NA
United States,"Russellville, Ar",NA,NA
United States,Rutland Vt,NA,NA
United States,Sacramento Roseville Arden Arcade Ca,NA,NA
United States,Sacramento--Arden-Arcade--Roseville,NA,NA
United States,Salem Oh,NA,NA
United States,Salinas Ca,NA,NA
United States,Salisbury Md De,NA,NA
United States,Salt Lake City Ut,NA,NA
United States,San Antonio New Braunfels Tx,NA,NA
United States,San Diego Carlsbad Ca,NA,NA
United States,San Francisco Oakland Hayward Ca,NA,NA
United States,San Jose Sunnyvale Santa Clara Ca,NA,NA
United States,San Juan-Carolina-Caguas,NA,NA
United States,San Luis Obispo Paso Robles Arroyo Grande Ca,NA,NA
United States,"Santa Ana-Anaheim-Irvine, Ca",NA,NA
United States,Santa Cruz Watsonville Ca,NA,NA
United States,"Santa Fe, Nm",NA,NA
United States,Santa Maria Santa Barbara Ca,NA,NA
United States,Santa Rosa Ca,NA,NA
United States,"Sault Ste. Marie, Mi",NA,NA
United States,"Savannah, Ga",NA,NA
United States,Scottsbluff Ne,NA,NA
United States,Scranton Wilkes Barre Hazleton Pa,NA,NA
United States,"Searcy, Ar",NA,NA
United States,Seattle Tacoma Bellevue Wa,NA,NA
United States,"Seneca, Sc",NA,NA
United States,Sheridan Wy,NA,NA
United States,Show Low Az,NA,NA
United States,Shreveport-Bossier City La,NA,NA
United States,Sierra Vista Douglas Az,NA,NA
United States,Sierra Vista-Douglas,NA,NA
United States,"Silver City, Nm",NA,NA
United States,Sioux City Ia Ne Sd,NA,NA
United States,Sioux Falls Sd,NA,NA
United States,Somerset Ky,NA,NA
United States,South Bend Mishawaka In Mi,NA,NA
United States,Spartanburg Sc,NA,NA
United States,Spokane Spokane Valley Wa,NA,NA
United States,Springfield Ma,NA,NA
United States,Springfield Oh,NA,NA
United States,"Springfield, Ma",NA,NA
United States,St Cloud Mn,NA,NA
United States,St Joseph Mo Ks,NA,NA
United States,St Louis Mo Il,NA,NA
United States,"St. George, Ut",NA,NA
United States,State College Pa,NA,NA
United States,Steamboat Springs Co,NA,NA
United States,Stockton Lodi Ca,NA,NA
United States,Stockton-Lodi,NA,NA
United States,Syracuse Ny,NA,NA
United States,"Tacoma, Wa",NA,NA
United States,Talladega-Sylacauga,NA,NA
United States,Tallahassee Fl,NA,NA
United States,Tampa St Petersburg Clearwater Fl,NA,NA
United States,Terre Haute In,NA,NA
United States,"Texarkana, Tx-Texarkana, Ar",NA,NA
United States,"Thomasville-Lexington, Nc",NA,NA
United States,Toledo Oh,NA,NA
United States,Topeka Ks,NA,NA
United States,Torrington Ct,NA,NA
United States,Trenton Nj,NA,NA
United States,Trenton-Ewing,NA,NA
United States,Truckee Grass Valley Ca,NA,NA
United States,Truckee-Grass Valley,NA,NA
United States,Tulsa Ok,NA,NA
United States,"Tupelo, Ms",NA,NA
United States,Tuscaloosa Al,NA,NA
United States,Ukiah Ca,NA,NA
United States,Urban Honolulu Hi,NA,NA
United States,Valdosta Ga,NA,NA
United States,Vallejo Fairfield Ca,NA,NA
United States,Vernal Ut,NA,NA
United States,"Vincennes, In",NA,NA
United States,Virginia Beach Norfolk Newport News Va Nc,NA,NA
United States,Visalia Porterville Ca,NA,NA
United States,Warner Robins Ga,NA,NA
United States,"Warren-Troy-Farmington Hills, Mi",NA,NA
United States,Washington Arlington Alexandria Dc Va Md Wv,NA,NA
United States,Waterloo Cedar Falls Ia,NA,NA
United States,Waterloo-Cedar Falls,NA,NA
United States,Watertown Sd,NA,NA
United States,Weirton Steubenville Wv Oh,NA,NA
United States,Weirton-Steubenville,NA,NA
United States,"Wenatchee, Wa",NA,NA
United States,West Mercer,NA,NA
United States,"West Palm Beach-Boca Raton-Boynton Beach, Fl",NA,NA
United States,Wheeling Wv Oh,NA,NA
United States,Wichita Ks,NA,NA
United States,Winchester Va Wv,NA,NA
United States,Worcester Ma Ct,NA,NA
United States,Yakima Wa,NA,NA
United States,York Hanover Pa,NA,NA
United States,Youngstown Warren Boardman Oh Pa,NA,NA
United States,Youngstown-Warren-Boardman,NA,NA
United States,"Yuba City, Ca",NA,NA
United States,Yuma Az,NA,NA
Venezuela,Barcelona-Puerto La Cruz,NA,NA
