country,to_review,suggested_standard,n1,n2,dist,standard
Germany,Siptenfelde,Bodenfelde,27,27,0.221212121,
Germany,Solingen,Lingen,62,61,0.180555556,
Germany,Solling,Solingen,61,34,0.130952381,
Germany,Sommerda,Simmerath,36,7,0.194444444,
Germany,Spessart,Soest,38,6,0.233333333,
Germany,Spiegelau,Siegen,48,21,0.203703704,
Germany,Strasse Des Friedens,Straße Des Friedens,3,21,0.180506823,
Germany,Sud,Sudharz,3,17,0.19047619,
Germany,Sulzbach,Kulmbach,54,15,0.166666667,
Germany,Sulzbach Rosenberg,Sulzbach,15,3,0.185185185,
Germany,Sulzbach Saar,Sulzbach,15,3,0.128205128,
Germany,Sulzbachtalstrasse,Sulzbach,15,3,0.185185185,
Germany,Tiefenbach,Eisenach,58,56,0.216666667,
Germany,Titz,Zeitz,52,54,0.216666667,
Germany,Trattendorf,Otterndorf,27,6,0.149494949,
Germany,Tubingen,Lingen,62,62,0.180555556,
Germany,Tübingen,Lingen,62,2,0.180555556,
Germany,Unterhausen,Oberhausen,58,9,0.157575758,
Germany,Urbach,Asbach,27,9,0.222222222,
Germany,Villingen Schwenningen,Dillingen,58,30,0.249158249,
Germany,Villingen-Schwenningen,Dillingen,58,30,0.249158249,
Germany,Volklingen,Solingen,61,58,0.141666667,
Germany,Waiblingen,Dillingen,58,6,0.174074074,
Germany,Waldshut,Landshut,54,6,0.166666667,
Germany,Wascheid,Remscheid,48,7,0.194444444,
Germany,Weiden,Wiesbaden,30,66,0.166666667,
Germany,Weiden I.d.opf.,Weiden,30,4,0.2,
Germany,Weiden In Der Oberpfalz,Weiden,30,24,0.246376812,
Germany,Wendlingen Am Neckar,Freiberg Am Neckar,31,19,0.197883598,
Germany,Wermsdorf,Herdorf,58,56,0.158730159,
Germany,Westerland,Wesel,62,34,0.166666667,
Germany,Westfalen,Westerland,34,3,0.14537037,
Germany,Wiesen,Wiesbaden,66,27,0.111111111,
Germany,Wiesloch,Wesel,62,57,0.233333333,
Germany,Wilhelmsfeld,Wilhelmshaven,6,62,0.185897436,
Germany,Wilhelmshaven,Wiesbaden,66,62,0.227920228,
Germany,Wismar,Weimar,64,30,0.111111111,
Germany,Wittenberg,Witten,54,30,0.133333333,
Germany,Wittenberge,Witten,54,27,0.151515152,
Germany,Witzenhausen,Bernhausen,7,7,0.177777778,
Germany,Wolfsburg,Flensburg,62,61,0.222222222,
Germany,Worth,Wörth,1,3,0.133333333,
Germany,Zeitz,Chemnitz,63,54,0.233333333,
Germany,Zierenberg,Herrenberg,54,48,0.133333333,
Germany,Östringen,Ratingen,3,58,0.194444444,
Greece,Akrini,Agrinio,6,6,0.150793651,
Greece,Amaroussio,Marousi,7,27,0.180952381,
Greece,Athina,Athens,34,30,0.222222222,
Greece,Chania,Chalkida,6,6,0.180555556,
Greece,Lamia,Larisa,3,51,0.177777778,
Greece,Larissa,Lamia,3,2,0.20952381,
Greece,Neochoropoulo,Neochorouda,18,30,0.163170163,
Greece,Panorama,Patra,44,62,0.233333333,
Guatemala,Guatemala,Guatemala City,20,23,0.119047619,
Hungary,Gyõr,Gyor,58,3,0.166666667,
Hungary,Tab,Tatabanya,6,55,0.222222222,
Iceland,Grundartangi,Grundarhverfi,24,24,0.239316239,
Iceland,Hafnarfjörður,Hafnarfjorour,9,18,0.102564103,
India,Adilabad,Ahmedabad,12,46,0.194444444,
India,Adilabad District,Adilabad,12,6,0.176470588,
India,Adityapur,Udaipur,3,57,0.214285714,
India,Agartala,Patiala,12,54,0.220238095,
India,Ahmadabad,Ahmedabad,9,46,0.157407407,
India,Aligarh,Alwar,9,48,0.20952381,
India,Amaravati,Amravati,3,51,0.12037037,
India,Amlai,Amravati,18,51,0.233333333,
India,Anatapur,Anpara,6,45,0.166666667,
India,Angadpur,Anatapur,6,3,0.166666667,
India,Angaragadia,Agartala,12,6,0.234848485,
India,Ankleshwar,Anklesvar,12,36,0.103703704,
India,Assanora,Asansol,39,27,0.214285714,
India,Assanora Junction,Assanora,27,6,0.176470588,
India,Aurangabad,Allahabad,49,48,0.244444444,
India,Badlapur,Jabalpur,42,53,0.222222222,
India,Bagalkote,Bangalore,12,64,0.148148148,
India,Baghpat,Balurghat,3,9,0.158730159,
India,Baharampur,Saharanpur,12,24,0.133333333,
India,Balasore,Bangalore,42,64,0.163359788,
India,Baldevi,Baddi,43,9,0.20952381,
India,Baldevi*,Baddi,43,6,0.233333333,
India,Balurghat,Gauhati,9,10,0.243386243,
India,Bankura,Sankrail,9,21,0.220238095,
India,Barasat,Balurghat,9,9,0.243386243,
India,Bardhaman,Barasat,9,6,0.243386243,
India,Baruipur,Bharatpur,6,12,0.194444444,
India,Bastacola,Barasat,9,9,0.242063492,
India,Bathinda,Patna,12,40,0.233333333,
India,Bengaluru,Belgaum,39,15,0.242063492,
India,Bharatpur,Chandrapur,12,60,0.174074074,
India,Bhatinda,Patna,24,40,0.233333333,
India,Bhilai,Shimla,18,42,0.222222222,
India,Bhiwadi,Bhilai,18,18,0.150793651,
India,Bhiwandi,Bhilai,18,18,0.180555556,
India,Bhubaneshwar,Bhubneshwar,14,31,0.118686869,
India,Bidar,Bilaspur,24,27,0.233333333,
India,Bijapur,Bilaspur,15,27,0.130952381,
India,Bilashpur,Bijapur,15,9,0.158730159,
India,Bilaspur,Dimapur,27,36,0.220238095,
India,Bishanpura,Bilashpur,9,3,0.166203704,
India,Bishanpura*,Bilashpur,9,9,0.190446128,
India,Bolpur,Solapur,9,54,0.150793651,
India,Bonaigarh,Raigarh,6,9,0.158730159,
India,Bulandshahr,Bhubaneshwar,14,3,0.202020202,
India,Burnpur,Baruipur,6,3,0.186507937,
India,Chandigarh,Chandrapur,48,60,0.247619048,
India,Changal,Chandigarh,48,6,0.180952381,
India,Changal*,Chandigarh,48,6,0.216666667,
India,Chinsura,Thissur,9,27,0.220238095,
India,Chittorgarh,Chittor,9,6,0.121212121,
India,Cuncolim,Codli,36,15,0.233333333,
India,Daman,Damtal,30,45,0.177777778,
India,Dankuni,Dawki,15,47,0.20952381,
India,Daranga,Warangal,27,42,0.130952381,
India,Darbhanga,Warangal,9,42,0.194444444,
India,Davangere,Devanagere,9,31,0.107407407,
India,Dharwar,Haridwar,9,39,0.220238095,
India,Dimapur,Jaipur,36,55,0.217460317,
India,Domlur,Bolpur,9,3,0.222222222,
India,Durg- Bhillainagar,Bhillai,21,6,0.203703704,
India,Durg-Bhillainagar,Bhillai,21,6,0.196078431,
India,Faridabad,Ghaziabad,40,45,0.222222222,
India,Fatehpur,Mathura,6,27,0.220238095,
India,Fatehpur*,Mathura,6,27,0.243386243,
India,Firozabad,Faridabad,40,39,0.195767196,
India,Gaddapotharam,Gaddapotharam Medak District,3,6,0.178571429,
India,Gariahat,Gauhati,3,10,0.214285714,
India,Gauhati,Golaghat,10,45,0.220238095,
India,Ghaniwala Road,Ghaziabad,6,45,0.240740741,
India,Ghatal,Khatla,9,15,0.177777778,
India,Gorakhpur,Lakhimpur,12,33,0.222222222,
India,Gorakpur,Solapur,18,54,0.220238095,
India,Gulaba,Gulbarga,9,14,0.138888889,
India,Gulbarga,Gulburga,14,27,0.154761905,
India,Gurgaon,Gulburga,27,8,0.220238095,
India,Haldwani,Haldia,45,27,0.138888889,
India,Hapur,Jaipur,6,55,0.177777778,
India,Haridwar,Haldia,45,39,0.247222222,
India,Haryana,Daranga,27,3,0.19047619,
India,Hisar,Hoshiarpur,2,6,0.233333333,
India,Hissar,Hassan,45,24,0.222222222,
India,Honda,Ponda,24,27,0.133333333,
India,Hoshiarpur,Gorakhpur,12,6,0.221693122,
India,Howrah Kolkata,Howrah,54,3,0.19047619,
India,Isilvassa,Silvassa,3,30,0.115740741,
India,Itnagar,Sagar,12,39,0.20952381,
India,Jabalpur,Jaipur,53,55,0.180555556,
India,Jaipur,Udaipur,55,57,0.150793651,
India,Jalandar,Jalna,3,42,0.191666667,
India,Jalandhar,Jalgaon,45,47,0.243386243,
India,Jalandharn,Jalna,3,42,0.233333333,
India,Jalgaon,Nalgonda,47,48,0.214285714,
India,Jalna,Jalgaon,47,42,0.20952381,
India,Jalpaiguri,Jaipur,55,9,0.188888889,
India,Jamnagar,Jalna,42,42,0.233333333,
India,Jamshedpur,Jaipur,55,33,0.222222222,
India,Jaykaypur,Jabalpur,53,9,0.194444444,
India,Jhargram,Jharia,6,45,0.180555556,
India,Jharia,Jhansi,48,45,0.222222222,
India,Jharsuguda,Jharia,45,15,0.222222222,
India,Jorapokhar,Gorakhpur,12,6,0.245502646,
India,Kalamb,Khatla,12,15,0.222222222,
India,Kalimpong,Karimnagar,6,30,0.244444444,
India,Kalinga Nagar,Karimnagar,24,30,0.236538462,
India,Kalyani,Katni,9,12,0.20952381,
India,Kamarpur,Sambalpur,15,42,0.194444444,
India,Kanpur,Nagpur,57,66,0.222222222,
India,Karaikal,Kakinada,36,15,0.222222222,
India,Karimnagar,Jamnagar,42,30,0.141666667,
India,Karwar,Dharwar,9,3,0.150793651,
India,Kashipur,Jaipur,55,27,0.180555556,
India,Kharagpur,Bharatpur,12,12,0.148148148,
India,Kharaori,Kharagpur,12,6,0.194444444,
India,Kharaori*,Kharagpur,12,6,0.222222222,
India,Khatla,Khanna,45,15,0.222222222,
India,Kohima,Kochi,49,45,0.177777778,
India,Kolar,Kolhapur,24,51,0.125,
India,Kolhapur,Solapur,51,54,0.130952381,
India,Konark,Kolar,24,18,0.177777778,
India,Korba,Kota,48,51,0.216666667,
India,Kothagudem,Kota,51,22,0.2,
India,Kothur,Kolhapur,51,18,0.180555556,
India,Kotladoom,Kota,51,6,0.185185185,
India,Kotladoom*,Kota,51,6,0.2,
India,Kottayam,Kota,51,48,0.166666667,
India,Krishnanagar,Karimnagar,30,9,0.190740741,
India,Kusunda,Kundaim,27,15,0.19047619,
India,Lakhimpur,Jaipur,55,33,0.203703704,
India,Madhyamgram,Mandya,3,33,0.237373737,
India,Malappuram,Badlapur,42,18,0.216666667,
India,Malapuram,Badlapur,42,27,0.194444444,
India,Malda,Haldia,45,9,0.177777778,
India,Maldah,Haldia,45,3,0.222222222,
India,Manali,Mangalore,39,42,0.203703704,
India,Mandi Gobindgarh,Chandigarh,48,15,0.233333333,
India,Mandya,Manali,39,33,0.222222222,
India,Mangan,Raniganj,12,40,0.180555556,
India,Margao,Mangalore,42,24,0.203703704,
India,Marhi,Margherita,33,9,0.166666667,
India,Marmagao,Margao,24,15,0.138888889,
India,Mathura,Madurai,49,27,0.19047619,
India,Medinipur,Udaipur,9,57,0.243386243,
India,Mettur,Meerut,34,27,0.177777778,
India,Moradabad,Faridabad,40,27,0.195767196,
India,Mormugao,Margao,24,9,0.180555556,
India,Muradabad,Moradaad,15,6,0.115740741,
India,Mureedke,Medak,6,6,0.233333333,
India,Muzaffarnagar,Muzaffarpur,6,21,0.163170163,
India,Nagaland,Nagaon,9,45,0.180555556,
India,Nagaon,Jalgaon,47,45,0.150793651,
India,Nagda,Nalgonda,45,48,0.125,
India,Nahan,Naudhrani,2,6,0.148148148,
India,Naharlagun,Nalagarh,12,45,0.236904762,
India,Nalbari,Nalagarh,45,45,0.220238095,
India,Namchi,Nashik,12,64,0.222222222,
India,Naudhrani,Madurai,49,6,0.214285714,
India,Naudhrani*,Madurai,49,3,0.236507937,
India,Nizamabad,Ghaziabad,45,24,0.195767196,
India,Panchkula,Patencheru,12,27,0.244444444,
India,Patancheru,Patencheru,2,27,0.140740741,
India,Pathankot,Patna,21,40,0.214814815,
India,Patlara,Patiala,54,6,0.150793651,
India,Patlara*,Patiala,54,6,0.186507937,
India,Patna,Panaji,48,40,0.177777778,
India,Pimpri- Chinchwad,Pimpri,12,9,0.215686275,
India,Pimpri-Chinchwad,Pimpri,12,12,0.208333333,
India,Pithampur,Lakhimpur,33,3,0.195767196,
India,Pondicherry,Puducherry,2,34,0.157575758,
India,Prithampur,Berhampur,42,12,0.174074074,
India,Purulia,Puri,18,9,0.142857143,
India,Raebareli,Nalbari,45,43,0.243386243,
India,Raichur,Raipur,21,48,0.150793651,
India,Raigarh,Chandigarh,48,9,0.180952381,
India,Raigun,Ramagundam,3,39,0.222222222,
India,Raigunj,Raniganj,6,40,0.214285714,
India,Raipur,Jaipur,55,48,0.111111111,
India,Rajgangpur,Kanpur,57,15,0.222222222,
India,Rajgir,Raigarh,9,9,0.217460317,
India,Rakhra,Rishra,3,9,0.222222222,
India,Rambagh,Ranaghat,3,9,0.220238095,
India,Rampurhat,Raipur,48,9,0.203703704,
India,Ranaghat,Ravangla,9,12,0.222222222,
India,Rasulpur,Rudrapur,6,30,0.222222222,
India,Ravangla,Daranga,27,12,0.220238095,
India,Rayagada,Wayanad,42,45,0.220238095,
India,Rohila,Roha,11,6,0.111111111,
India,Rohila*,Roha,11,6,0.142857143,
India,Rudrapur,Durgapur,51,30,0.166666667,
India,Rupnagar,Itnagar,12,3,0.220238095,
India,Saharanpur,Chandrapur,60,24,0.216666667,
India,Sambalpur,Jabalpur,53,42,0.115740741,
India,Sangareddy,Sagar,39,21,0.166666667,
India,Sangrur,Sanguem,15,27,0.19047619,
India,Sanguem,Salem,45,27,0.20952381,
India,Sankrail,Satna,21,35,0.233333333,
India,Saraikela,Karaikal,15,6,0.163359788,
India,Sasaram,Sagar,39,9,0.20952381,
India,Satna,Patna,40,35,0.133333333,
India,Shahbazpur,Sambalpur,42,3,0.174074074,
India,Shimaga,Shimla,18,42,0.150793651,
India,Shimla,Kohima,45,42,0.222222222,
India,Shimoga,Shimaga,18,6,0.150793651,
India,Sibsagar,Sagar,39,36,0.125,
India,Silcher,Talcher,6,39,0.19047619,
India,Simla,Shimaga,18,15,0.20952381,
India,Singrauli,Sangli,45,30,0.203703704,
India,Singtam,Singrauli,30,12,0.243386243,
India,Sivasagar,Silvassa,30,6,0.194444444,
India,Srinagar,Sibsagar,36,15,0.166666667,
India,Suri,Puri,18,9,0.166666667,
India,Tirathpur,Fatehpur,6,3,0.194444444,
India,Tirathpur*,Fatehpur*,6,3,0.174074074,
India,Tulasipur,Bilaspur,27,3,0.194444444,
India,Tumkur,Timukuru,15,3,0.138888889,
India,Tura,Surat,43,36,0.216666667,
India,Ulhasnagar,Jamnagar,42,39,0.216666667,
India,Ultadanga,Ulhasnagar,39,3,0.221693122,
India,Una,Unnao,39,42,0.133333333,
India,Vijayawada,Vijaywada,21,27,0.107407407,
India,Visikhapatnam,Visakhapatnam,13,2,0.162393162,
India,Vizag,Vizianagaram,10,30,0.194444444,
India,Warangal,Wayanad,42,45,0.220238095,
India,Yamunanagar,Jamnagar,42,27,0.210497835,
Indonesia,Dki Jakarta,Jakarta,12,16,0.192640693,
Indonesia,Jakarta Central,Jakarta,16,12,0.177777778,
Indonesia,Jakarta South,Jakarta,16,12,0.153846154,
Indonesia,South Tangerang,South Sumatera,15,3,0.206349206,
Iran,Ahwaz,Ahvaz,44,1,0.133333333,
Iran,Bourojerd,Boujnord,7,7,0.163359788,
Iran,Dehloran,Tehran,7,67,0.180555556,
Iran,Hamadan,Hamedan,31,32,0.150793651,
Iran,Kangan,Zanjan,7,32,0.222222222,
Iran,Kerman,Tehran,43,67,0.222222222,
Iran,Kermanshah,Kerman,43,29,0.133333333,
Iran,Khoramabad,Khoram Abad,10,3,0.130976431,
Iran,Mehran,Tehran,7,67,0.111111111,
Iran,Nazarabad,Najafabad,7,7,0.148148148,
Iran,Qazvin,Ghazvin,28,20,0.150793651,
Iran,Rasht,Pakdasht,21,10,0.233333333,
Iran,"Rasht, Guilan",Rasht,10,3,0.205128205,
Iran,Rashtn Guilan,Rasht,10,3,0.205128205,
Iran,Sanandaj,Sanndaj,8,16,0.113095238,
Iran,Shahinshahr,Shahryar,7,28,0.234848485,
Iran,Shahre Kord,Shahre Ghods,7,7,0.143939394,
Iran,Uromieh,Urmia,19,7,0.20952381,
Iran,Uromiyeh,Urmia,19,1,0.233333333,
Iran,Yasoj,Yasuj,4,19,0.133333333,
Ireland,Balbriggan,Banbridge,1,4,0.244444444,
Ireland,Cork City,Cork,42,27,0.185185185,
Ireland,Dublin 3,Dublin City,21,32,0.162878788,
Ireland,Dublin 8,Dublin City,3,32,0.162878788,
Ireland,Dublin City,Dublin,33,32,0.151515152,
Ireland,Ennis,Enniscorthy,7,21,0.181818182,
Ireland,Galway City,Galway,27,18,0.151515152,
Ireland,Navan,Cavan,6,6,0.133333333,
Ireland,Wexford,Waterford,15,13,0.242063492,
Israel,Beersheva,Beer Sheva,49,2,0.103703704,
Israel,Bene Beraq,Bnei Brak,18,28,0.221693122,
Israel,Bene Darom,Bene Atarot,15,15,0.157575758,
Israel,Elyakhin,Elyaqim,9,18,0.220238095,
Israel,Gadera,Hadera,2,22,0.111111111,
Israel,Gan Hadarom,Bat Hadar,46,18,0.195286195,
Israel,Gvar'am,Gevar Am,18,16,0.220238095,
Israel,Gvaram,Gevar Am,18,12,0.180555556,
Israel,Karmei Yosef - Gezer Region,Karmei Yosef,30,2,0.185185185,
Israel,Karmiyya,Karmiel,19,15,0.220238095,
Israel,Kefar Sava,Kefar Masaryk,15,12,0.194871795,
Israel,Kfar Masarik,Kefar Sava,12,1,0.238888889,
Israel,Kibbutz Sde Yoav,Kibbutz Erez,2,2,0.229166667,
Israel,Kiryat Bialik,Kiryat Ata,31,28,0.194871795,
Israel,Kiryat Malachi,Qiryat Mal Akhi,2,18,0.16031746,
Israel,Kiryat Malahi,Kiryat Ata,31,28,0.194871795,
Israel,Kiryat Tivon,Kiryat Ata,31,28,0.238888889,
Israel,Nir Israel,Nir Galim,46,28,0.244444444,
Israel,Nir Yisra El,Nir Israel,28,18,0.177777778,
Israel,Park Hacarmel,Park_hacarmel,9,12,0.102564103,
Israel,Petah Tiqwa,Petah Tikva,28,15,0.121212121,
Israel,Qiryat Bialik,Qiryat Gat,15,18,0.194871795,
Israel,Qiryat Gat,Qiryat Atta,18,18,0.130976431,
Israel,Qiryat Mal Akhi,Kiryat Malahi,28,18,0.14017094,
Israel,Qiryat Motzkin,Qiryat Tivon,12,18,0.184126984,
Israel,Qiryat Tivon,Qiryat Gat,18,18,0.238888889,
Israel,Qiryat Yam,Qiryat Gat,18,15,0.133333333,
Israel,Sde Yo Av,Sde Yo'av,12,16,0.148148148,
Israel,Sde Yo'av,Sede Yo Av,16,18,0.221693122,
Israel,Sederot,Sderot,30,18,0.103174603,
Israel,Tel Aviv-Yafo,Tel Aviv,65,2,0.128205128,
Italy,Acerra,Lucera,36,56,0.222222222,
Italy,Acri,Adria,40,44,0.216666667,
Italy,Adria,Aprilia,44,58,0.20952381,
Italy,Agrigento,Trento,24,65,0.203703704,
Italy,Alatri,Alessandria,58,62,0.237373737,
Italy,Albes,Albenga,62,24,0.20952381,
Italy,Albisola Marina,Alba,58,15,0.244444444,
Italy,Albisola Superiore,Albisola Marina,15,15,0.218518519,
Italy,Altamura,Alatri,58,54,0.247222222,
Italy,Aosta,Asti,57,60,0.216666667,
Italy,Arcevia,Adria,44,24,0.20952381,
Italy,Archi,Acri,40,21,0.15,
Italy,Arese,Varese,6,64,0.177777778,
Italy,Argenta,Magenta,32,58,0.19047619,
Italy,Ariano Irpino,Ariano Irpino Martiri,9,15,0.126984127,
Italy,Arnesano,Gressan,7,15,0.220238095,
Italy,Asiago,Filago,30,37,0.222222222,
Italy,Atessa,Aversa,6,9,0.222222222,
Italy,Augusta,Aosta,57,43,0.20952381,
Italy,Aurelia,Amelia,51,15,0.150793651,
Italy,Avellino,Belluno,50,62,0.220238095,
Italy,Aversa,Acerra,36,9,0.222222222,
Italy,Baceno,Bolano,27,54,0.222222222,
Italy,Bagheria,Bari,3,62,0.166666667,
Italy,Battipaglia,Quattromiglia,30,38,0.219114219,
Italy,Besenzone,Bressanone,34,58,0.174074074,
Italy,Bojano,Bolano,12,54,0.111111111,
Italy,Bolano,Bologna,54,65,0.217460317,
Italy,Borgo D'ale,Borgomanero,24,55,0.242424242,
Italy,Borgosesia,Brescia,62,66,0.236507937,
Italy,Bormida Genepro,Borgomanero,55,24,0.230976431,
Italy,Bormida-Genepro,Borgomanero,55,8,0.230976431,
Italy,Bormio,Torino,58,66,0.222222222,
Italy,Bragno,Bergamo,65,32,0.217460317,
Italy,Breo,Bressanone,27,58,0.2,
Italy,Bressanone,Frosinone,58,62,0.244444444,
Italy,Brufa,Brugnera,27,45,0.233333333,
Italy,Busseto,Grosseto,27,62,0.220238095,
Italy,Calenzano,Faenza,6,62,0.203703704,
Italy,Caltanissetta,Catania,3,40,0.227106227,
Italy,Calusco D Adda,Calusco D'adda,30,32,0.123015873,
Italy,Campi Bisenzio,Ciampino,6,58,0.226190476,
Italy,Cantu,Cantalupo Ligure,32,31,0.229166667,
Italy,Capoterra,Matera,12,39,0.203703704,
Italy,Carbonia,Parona,18,58,0.180555556,
Italy,Carde,Carcare,52,24,0.20952381,
Italy,Carmagnola,Cremona,6,65,0.236507937,
Italy,Carpi,Bari,62,58,0.216666667,
Italy,Carrara,Ferrara,58,64,0.19047619,
Italy,Casale Monferrato,Colleferro,55,58,0.245751634,
Italy,Casalgrande,Castellarano,6,62,0.243686869,
Italy,Casarotti,Caserta,32,59,0.242063492,
Italy,Cascina,Casoria,6,12,0.19047619,
Italy,Caserta,Castellarano,59,62,0.234126984,
Italy,Casirate D Adda,Calusco D Adda,30,30,0.206349206,
Italy,Casirate D'adda,Casirate D Adda,30,5,0.114529915,
Italy,Casoria,Casarotti,32,12,0.145502646,
Italy,Cassano D Adda,Calusco D Adda,30,30,0.142857143,
Italy,Cassano D'adda,Cassano D Adda,30,26,0.123015873,
Italy,Castel Di Sangro,Castellarano,32,62,0.213888889,
Italy,Castelluccio,Castellarano,62,32,0.222222222,
Italy,Catania,Latina,40,58,0.217460317,
Italy,Catanzaro,Catania,40,40,0.158730159,
Italy,Ceccano,Lecco,58,64,0.20952381,
Italy,Cengio,Cento,20,58,0.177777778,
Italy,Cento,Trento,58,65,0.177777778,
Italy,Cepagatti,Casarotti,32,24,0.222222222,
Italy,Cerano,Merano,52,58,0.111111111,
Italy,Cervia,Cerano,52,34,0.222222222,
Italy,Cesena,Leonessa,58,62,0.247222222,
Italy,Chiampo,Ciampino,54,58,0.130952381,
Italy,Chiavari,Chieri,47,58,0.180555556,
Italy,Chiavenna,Ravenna,6,64,0.158730159,
Italy,Chieti,Chieri,58,24,0.111111111,
Italy,Chioggia,Ciconia,6,51,0.220238095,
Italy,Chitignano,Cisternino,34,39,0.247619048,
Italy,Ciconia,Guidonia,51,59,0.220238095,
Italy,Cigliano,Quiliano,27,38,0.166666667,
Italy,Cisternino,Misterbianco,39,43,0.219444444,
Italy,Citta Sant Angelo,Citta Di Castello,56,3,0.237745098,
Italy,Citta' Sant'angelo,Citta Di Castello,56,3,0.247276688,
Italy,Civita Castellana,Citta Di Castello,56,54,0.220965309,
Italy,Civitanova Alta,Civitanova Marche,24,30,0.164705882,
Italy,Civitanova Marche,Catania,40,30,0.243697479,
Italy,Claut,Cantu,31,6,0.216666667,
Italy,Codogno,Modugno,58,61,0.19047619,
Italy,Cogne,Codogno,58,3,0.20952381,
Italy,Colbordolo,Colorno,6,58,0.180952381,
Italy,Colico,Corsico,3,6,0.150793651,
Italy,Colico Piano,Colorno,51,58,0.214285714,
Italy,Colleatterrato Alto,Colleferro,15,58,0.20877193,
Italy,Colorno,Codogno,58,58,0.19047619,
Italy,Corbiolo,Torchiarolo,27,36,0.234848485,
Italy,Cormano,Cerano,52,18,0.150793651,
Italy,Cornale,Conegliano,62,54,0.236507937,
Italy,Corsico,Corbiolo,27,6,0.220238095,
Italy,Corte De'cortesi Con Cignone,Corte De' Cortesi Con Cignone,12,3,0.108967342,
Italy,Cosenza,Cesena,58,48,0.217460317,
Italy,Cossato,Grosseto,58,62,0.220238095,
Italy,Darfo,Darfo Boario Terme,27,38,0.240740741,
Italy,Dernice,Terni,35,62,0.20952381,
Italy,Druento,Trento,34,65,0.150793651,
Italy,Egna,Enna,6,43,0.166666667,
Italy,Empoli,Napoli,6,63,0.222222222,
Italy,Fabriano,Fiorano,6,27,0.186507937,
Italy,Faenza,Piacenza,62,64,0.180555556,
Italy,Fanna,Faenza,62,6,0.177777778,
Italy,Fano,Ferno,51,58,0.216666667,
Italy,Febbio,Gubbio,28,62,0.222222222,
Italy,Ferrandina,Ferrara,27,64,0.180952381,
Italy,Ferriera Pontasso,Ferrera Erbognone,30,15,0.235294118,
Italy,Fidenza,Faenza,62,6,0.150793651,
Italy,Figline E Incisa Valdarno,Figline Valdarno,9,18,0.1825,
Italy,Filago,Foligno,37,62,0.217460317,
Italy,Fiorano,Fiorano Modenese,27,34,0.1875,
Italy,Floridia,Gorizia,6,61,0.220238095,
Italy,Foen,Ferno,58,27,0.216666667,
Italy,Foggia,Moggio,54,60,0.222222222,
Italy,Forli,Foligno,62,62,0.20952381,
Italy,Francavilla Al Mare,Francavilla Fontana,24,56,0.210526316,
Italy,Frosinone,Foligno,62,62,0.243386243,
Italy,Gaeta,Caserta,59,48,0.20952381,
Italy,Gallarate,Gambara,6,54,0.243386243,
Italy,Gallio,Gavello,27,31,0.150793651,
Italy,Garna,Parona,28,58,0.177777778,
Italy,Gavello,Avellino,50,31,0.220238095,
Italy,Gela,Gaeta,48,43,0.216666667,
Italy,Genga,Genova,6,65,0.177777778,
Italy,Giudecca,Lucca,27,58,0.233333333,
Italy,Gonnesa,Donnas,54,6,0.217460317,
Italy,Grado,Gherardi,32,24,0.233333333,
Italy,Grado Pineta,Grado,24,24,0.194444444,
Italy,Gressan,Bressanone,58,15,0.180952381,
Italy,Guagnano,Garna,28,7,0.233333333,
Italy,Guardia Perticara,Guardiaregia,12,51,0.175727867,
Italy,Guidonia Montecelio,Guidonia,59,5,0.192982456,
Italy,Isernia,Terni,47,62,0.20952381,
Italy,L'aquila,L Aquila,27,27,0.166666667,
Italy,Laives,Laces,62,34,0.177777778,
Italy,Lallio,Gallio,27,6,0.111111111,
Italy,Latina Scalo,Latina,58,32,0.166666667,
Italy,Lavello,Avellino,50,44,0.220238095,
Italy,Lecce,Lecco,62,64,0.133333333,
Italy,Leini,Assemini,57,56,0.233333333,
Italy,Ligonchio,Livorno,27,65,0.243386243,
Italy,Locri,Lodi,46,62,0.216666667,
Italy,Loreggiola,Foggia,54,27,0.222222222,
Italy,Loreto,Loreggiola,27,6,0.222222222,
Italy,Lucera,Lucca,58,56,0.177777778,
Italy,Macerata,Macomer,47,52,0.220238095,
Italy,Magenta,Mantova,58,62,0.19047619,
Italy,Magione,Mesagne,56,58,0.19047619,
Italy,Maglie,Magione,56,6,0.150793651,
Italy,Majano,Merano,12,58,0.222222222,
Italy,Malisana,Galatina,58,28,0.222222222,
Italy,Mammola,Imola,58,35,0.20952381,
Italy,Manduria,Andria,54,6,0.180555556,
Italy,Maranello,Majano,12,6,0.203703704,
Italy,Marmirolo,Mammola,35,6,0.243386243,
Italy,Martellago,Maranello,6,6,0.166203704,
Italy,Masone,Magione,56,6,0.150793651,
Italy,Massa,Massafra,35,42,0.125,
Italy,Massafra,Sassari,42,61,0.220238095,
Italy,Matera,Macerata,47,39,0.180555556,
Italy,Meda,Modena,34,65,0.194444444,
Italy,Melilli,Melfi,43,43,0.20952381,
Italy,Merano,Ferno,58,58,0.177777778,
Italy,Merate,Monserrato,38,54,0.222222222,
Italy,Meri,Melfi,43,3,0.216666667,
Italy,Messina,Massa,35,30,0.20952381,
Italy,Migliaro,Cigliano,27,27,0.166666667,
Italy,Mignanego,Magione,56,9,0.242063492,
Italy,Milano Marittima,Milano,66,27,0.208333333,
Italy,Milazzo,Milano,66,34,0.150793651,
Italy,Mira,Mirandola,6,7,0.185185185,
Italy,Mirandola,Merano,58,7,0.203703704,
Italy,Misterbianco,Viterbo,43,62,0.214285714,
